"","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"135","28bf87dcce8e2296cc0912f3a280fe6b","grief","abstract-negative","Concrete","VC","A","abstract",1,558,6.32435896238131
"136","28bf87dcce8e2296cc0912f3a280fe6b","mud","concrete-negative","Concrete","VC","A","concrete",1,629,6.44413125670044
"137","28bf87dcce8e2296cc0912f3a280fe6b","mold","concrete-negative","Concrete","VC","A","concrete",1,1805,7.49831587076698
"138","28bf87dcce8e2296cc0912f3a280fe6b","joy","abstract-positive","Concrete","VC","A","abstract",1,743,6.61069604471776
"139","28bf87dcce8e2296cc0912f3a280fe6b","resentment","abstract-negative","Concrete","VC","A","abstract",1,873,6.7719355558396
"140","28bf87dcce8e2296cc0912f3a280fe6b","sunshine","concrete-positive","Concrete","VC","A","concrete",1,1251,7.13169851046691
"141","28bf87dcce8e2296cc0912f3a280fe6b","home","concrete-positive","Concrete","VC","A","concrete",1,1011,6.91869521902047
"142","28bf87dcce8e2296cc0912f3a280fe6b","failure","abstract-negative","Concrete","VC","A","abstract",1,1603,7.37963215260955
"143","28bf87dcce8e2296cc0912f3a280fe6b","gratitude","abstract-positive","Concrete","VC","A","abstract",1,569,6.34388043412633
"144","28bf87dcce8e2296cc0912f3a280fe6b","compassion","abstract-positive","Concrete","VC","A","abstract",1,517,6.24804287450843
"145","28bf87dcce8e2296cc0912f3a280fe6b","stench","concrete-negative","Concrete","VC","A","abstract",0,606,6.40687998606931
"146","28bf87dcce8e2296cc0912f3a280fe6b","hope","abstract-positive","Concrete","VC","A","abstract",1,1084,6.98841318199959
"147","28bf87dcce8e2296cc0912f3a280fe6b","lonliness","abstract-negative","Concrete","VC","A","abstract",1,1222,7.10824413973154
"148","28bf87dcce8e2296cc0912f3a280fe6b","despair","abstract-negative","Concrete","VC","A","abstract",1,958,6.86484777797086
"149","28bf87dcce8e2296cc0912f3a280fe6b","shame","abstract-negative","Concrete","VC","A","abstract",1,702,6.55393340402581
"150","28bf87dcce8e2296cc0912f3a280fe6b","beach","concrete-positive","Concrete","VC","A","concrete",1,482,6.1779441140506
"151","28bf87dcce8e2296cc0912f3a280fe6b","laughter","concrete-positive","Concrete","VC","A","concrete",1,603,6.40191719672719
"152","28bf87dcce8e2296cc0912f3a280fe6b","rain","concrete-positive","Concrete","VC","A","concrete",1,449,6.10702288774225
"153","28bf87dcce8e2296cc0912f3a280fe6b","garbage","concrete-negative","Concrete","VC","A","concrete",1,498,6.21060007702465
"154","28bf87dcce8e2296cc0912f3a280fe6b","guilt","abstract-negative","Concrete","VC","A","abstract",1,661,6.49375383985169
"155","28bf87dcce8e2296cc0912f3a280fe6b","vomit","concrete-negative","Concrete","VC","A","abstract",0,927,6.83195356556585
"156","28bf87dcce8e2296cc0912f3a280fe6b","flowers","concrete-positive","Concrete","VC","A","concrete",1,1125,7.02553831463852
"157","28bf87dcce8e2296cc0912f3a280fe6b","filth","concrete-negative","Concrete","VC","A","concrete",1,1116,7.01750614294126
"158","28bf87dcce8e2296cc0912f3a280fe6b","injury","concrete-negative","Concrete","VC","A","abstract",0,605,6.40522845803084
"159","28bf87dcce8e2296cc0912f3a280fe6b","regret","abstract-negative","Concrete","VC","A","abstract",1,1609,7.38336814699238
"160","28bf87dcce8e2296cc0912f3a280fe6b","anxiety","abstract-negative","Concrete","VC","A","abstract",1,807,6.69332366826995
"161","28bf87dcce8e2296cc0912f3a280fe6b","hope","abstract-positive","Concrete","VC","A","concrete",0,982,6.88959130835447
"162","28bf87dcce8e2296cc0912f3a280fe6b","grief","abstract-negative","Concrete","VC","A","abstract",1,694,6.5424719605068
"163","28bf87dcce8e2296cc0912f3a280fe6b","stench","concrete-negative","Concrete","VC","A","concrete",1,1256,7.13568734702814
"164","28bf87dcce8e2296cc0912f3a280fe6b","lonliness","abstract-negative","Concrete","VC","A","abstract",1,1198,7.08840877867539
"165","28bf87dcce8e2296cc0912f3a280fe6b","laughter","concrete-positive","Concrete","VC","A","concrete",1,756,6.62804137617953
"166","28bf87dcce8e2296cc0912f3a280fe6b","smoke","concrete-negative","Concrete","VC","A","concrete",1,675,6.51471269087253
"167","28bf87dcce8e2296cc0912f3a280fe6b","injury","concrete-negative","Concrete","VC","A","concrete",1,678,6.5191472879404
"168","28bf87dcce8e2296cc0912f3a280fe6b","rust","concrete-negative","Concrete","VC","A","concrete",1,905,6.80793494369993
"169","28bf87dcce8e2296cc0912f3a280fe6b","rot","concrete-negative","Concrete","VC","A","concrete",1,839,6.73221070646721
"170","28bf87dcce8e2296cc0912f3a280fe6b","resentment","abstract-negative","Concrete","VC","A","abstract",1,558,6.32435896238131
"171","28bf87dcce8e2296cc0912f3a280fe6b","fireplace","concrete-positive","Concrete","VC","A","concrete",1,588,6.37672694789863
"172","28bf87dcce8e2296cc0912f3a280fe6b","inspiration","abstract-positive","Concrete","VC","A","abstract",1,883,6.78332520060396
"173","28bf87dcce8e2296cc0912f3a280fe6b","happiness","abstract-positive","Concrete","VC","A","abstract",1,3006,8.00836557031292
"174","28bf87dcce8e2296cc0912f3a280fe6b","sunshine","concrete-positive","Concrete","VC","A","concrete",1,777,6.65544035036765
"175","28bf87dcce8e2296cc0912f3a280fe6b","mud","concrete-negative","Concrete","VC","A","concrete",1,635,6.45362499889269
"176","28bf87dcce8e2296cc0912f3a280fe6b","joy","abstract-positive","Concrete","VC","A","abstract",1,640,6.46146817635372
"177","28bf87dcce8e2296cc0912f3a280fe6b","mold","concrete-negative","Concrete","VC","A","concrete",1,643,6.46614472423762
"178","28bf87dcce8e2296cc0912f3a280fe6b","chocolate","concrete-positive","Concrete","VC","A","concrete",1,641,6.46302945692067
"179","28bf87dcce8e2296cc0912f3a280fe6b","regret","abstract-negative","Concrete","VC","A","abstract",1,671,6.50876913697168
"180","28bf87dcce8e2296cc0912f3a280fe6b","rain","concrete-positive","Concrete","VC","A","concrete",1,1286,7.15929190479756
"181","28bf87dcce8e2296cc0912f3a280fe6b","hug","concrete-positive","Concrete","VC","A","concrete",1,1740,7.46164039220858
"182","28bf87dcce8e2296cc0912f3a280fe6b","garbage","concrete-negative","Concrete","VC","A","concrete",1,771,6.64768837356333
"183","28bf87dcce8e2296cc0912f3a280fe6b","despair","abstract-negative","Concrete","VC","A","abstract",1,501,6.21660610108486
"184","28bf87dcce8e2296cc0912f3a280fe6b","kindness","abstract-positive","Concrete","VC","A","abstract",1,829,6.7202201551353
"185","28bf87dcce8e2296cc0912f3a280fe6b","love","abstract-positive","Concrete","VC","A","abstract",1,871,6.7696419768525
"186","28bf87dcce8e2296cc0912f3a280fe6b","vomit","concrete-negative","Concrete","VC","A","concrete",1,2404,7.7848892956551
"187","28bf87dcce8e2296cc0912f3a280fe6b","guilt","abstract-negative","Concrete","VC","A","abstract",1,747,6.61606518513282
"188","28bf87dcce8e2296cc0912f3a280fe6b","failure","abstract-negative","Concrete","VC","A","abstract",1,902,6.80461452006262
"189","28bf87dcce8e2296cc0912f3a280fe6b","compassion","abstract-positive","Concrete","VC","A","abstract",1,998,6.90575327631146
"190","28bf87dcce8e2296cc0912f3a280fe6b","filth","concrete-negative","Concrete","VC","A","concrete",1,1370,7.22256601882217
"191","28bf87dcce8e2296cc0912f3a280fe6b","gratitude","abstract-positive","Concrete","VC","A","abstract",1,1325,7.18916773842032
"192","28bf87dcce8e2296cc0912f3a280fe6b","music","concrete-positive","Concrete","VC","A","concrete",1,561,6.3297209055227
"193","28bf87dcce8e2296cc0912f3a280fe6b","flowers","concrete-positive","Concrete","VC","A","concrete",1,735,6.59987049921284
"194","28bf87dcce8e2296cc0912f3a280fe6b","beach","concrete-positive","Concrete","VC","A","concrete",1,466,6.14418563412565
"195","28bf87dcce8e2296cc0912f3a280fe6b","peace","abstract-positive","Concrete","VC","A","abstract",1,606,6.40687998606931
"196","28bf87dcce8e2296cc0912f3a280fe6b","freedom","abstract-positive","Concrete","VC","A","abstract",1,460,6.13122648948314
"197","28bf87dcce8e2296cc0912f3a280fe6b","envy","abstract-negative","Concrete","VC","A","abstract",1,529,6.2709884318583
"198","28bf87dcce8e2296cc0912f3a280fe6b","shame","abstract-negative","Concrete","VC","A","abstract",1,404,6.00141487796115
"199","28bf87dcce8e2296cc0912f3a280fe6b","home","concrete-positive","Concrete","VC","A","concrete",1,611,6.4150969591716
"200","28bf87dcce8e2296cc0912f3a280fe6b","garbage","concrete-negative","Concrete","VC","A","concrete",1,1439,7.27170370688737
"201","28bf87dcce8e2296cc0912f3a280fe6b","home","concrete-positive","Concrete","VC","A","concrete",1,775,6.65286302935335
"202","28bf87dcce8e2296cc0912f3a280fe6b","envy","abstract-negative","Concrete","VC","A","abstract",1,1039,6.94601399109923
"203","28bf87dcce8e2296cc0912f3a280fe6b","resentment","abstract-negative","Concrete","VC","A","abstract",1,494,6.20253551718792
"204","28bf87dcce8e2296cc0912f3a280fe6b","laughter","concrete-positive","Concrete","VC","A","concrete",1,605,6.40522845803084
"205","28bf87dcce8e2296cc0912f3a280fe6b","vomit","concrete-negative","Concrete","VC","A","concrete",1,616,6.42324696353352
"206","28bf87dcce8e2296cc0912f3a280fe6b","hope","abstract-positive","Concrete","VC","A","abstract",1,754,6.62539236800796
"207","28bf87dcce8e2296cc0912f3a280fe6b","music","concrete-positive","Concrete","VC","A","concrete",1,609,6.4118182677099
"208","28bf87dcce8e2296cc0912f3a280fe6b","stench","concrete-negative","Concrete","VC","A","concrete",1,1193,7.08422642209792
"209","28bf87dcce8e2296cc0912f3a280fe6b","love","abstract-positive","Concrete","VC","A","abstract",1,3711,8.2190566610606
"210","28bf87dcce8e2296cc0912f3a280fe6b","rot","concrete-negative","Concrete","VC","A","concrete",1,785,6.66568371778241
"211","28bf87dcce8e2296cc0912f3a280fe6b","kindness","abstract-positive","Concrete","VC","A","abstract",1,805,6.69084227741856
"212","28bf87dcce8e2296cc0912f3a280fe6b","filth","concrete-negative","Concrete","VC","A","concrete",1,567,6.34035930372775
"213","28bf87dcce8e2296cc0912f3a280fe6b","chocolate","concrete-positive","Concrete","VC","A","concrete",1,10059,9.21622303513434
"214","28bf87dcce8e2296cc0912f3a280fe6b","failure","abstract-negative","Concrete","VC","A","abstract",1,1167,7.06219163228656
"215","28bf87dcce8e2296cc0912f3a280fe6b","happiness","abstract-positive","Concrete","VC","A","abstract",1,544,6.29894924685594
"216","28bf87dcce8e2296cc0912f3a280fe6b","injury","concrete-negative","Concrete","VC","A","concrete",1,723,6.58340922215876
"217","28bf87dcce8e2296cc0912f3a280fe6b","mud","concrete-negative","Concrete","VC","A","concrete",1,761,6.63463335786169
"218","28bf87dcce8e2296cc0912f3a280fe6b","anxiety","abstract-negative","Concrete","VC","A","abstract",1,3634,8.19808924895612
"219","28bf87dcce8e2296cc0912f3a280fe6b","regret","abstract-negative","Concrete","VC","A","abstract",1,760,6.63331843328038
"220","28bf87dcce8e2296cc0912f3a280fe6b","gratitude","abstract-positive","Concrete","VC","A","abstract",1,891,6.79234442747081
"221","28bf87dcce8e2296cc0912f3a280fe6b","sunshine","concrete-positive","Concrete","VC","A","concrete",1,11574,9.35651648213378
